epoch,entropy_1
300,12.613298957688745
301,12.5831745291994
302,12.57149569857516
303,12.57517202619593
304,12.585199337077968
305,12.597220751170488
306,12.59864456875584
307,12.619402846884691
308,12.663529269389263
309,12.687077030146623
310,12.679262679238764
311,12.68269166450799
312,12.710326628990927
313,12.698870360510169
314,12.70371857147714
315,12.730267329742578
316,12.723344226020693
317,12.765484152877605
318,12.806321260394752
319,10.711345055871222
320,10.682193444790355
321,12.817147451881024
322,12.804058312019228
323,12.718826010458388
324,12.685166010330772
325,12.646070315211896
326,12.623285205554636
327,12.659733729931432
328,12.654813988168463
329,12.578661707370491
330,12.577498397801625
331,12.550748039955138
332,12.535162432546317
333,12.536501259340833
334,12.54847199566313
335,12.556659550215286
336,12.51200465569375
337,12.505788495257642
338,12.53373469352537
339,12.581859944280962
340,7.590670836450314
341,7.595400378572327
342,12.53743741609107
343,12.543834064636174
344,12.550378108532811
345,12.568309254844474
346,12.670264085915168
347,12.707474131099264
348,12.624459380049933
349,12.592272705808972
350,12.618872045757064
351,12.641936907954571
352,12.652858271029368
353,12.682681131344372
354,12.63444252979076
355,12.58138692547868
356,12.593204701188222
357,12.611310033170144
358,12.614183890143511
359,12.619724655025598
360,12.652062089456496
361,12.643701384302728
362,12.645790725719715
363,12.632684506117842
364,12.5983110876322
365,12.60257070469008
366,12.603091937755677
367,12.597141849017133
368,12.584115271609782
369,12.596827189511574
370,12.625037480751988
371,12.624312161456997
372,12.62358286768717
373,7.081927781911912
374,7.0560166039611385
375,12.64540216897358
376,12.681621756757268
377,12.685072042137865
378,12.688178376293845
379,12.689884755605048
380,12.707025733841624
381,12.731942640296504
382,12.713258907996872
383,12.694613955169878
384,12.692262215196456
385,12.702127282613835
386,12.721683328946176
387,12.740574999200488
388,12.740586861593798
389,12.749263436562323
390,12.765126499313782
391,12.763462246946196
392,12.756096160774824
393,12.78025254133484
394,12.820917140553934
395,12.844034347377567
396,12.844324539813435
397,12.84961739950826
398,12.85976184948186
399,12.888541747281272
400,12.896111605885364
401,12.872024653767491
402,12.893344458446926
403,12.932253890232694
404,12.945831780527158
405,12.985736893948474
406,12.955014075836324
407,12.961755318885476
408,10.142065596656987
409,10.111571721347133
410,13.119882999338166
411,13.162612860580372
412,13.152501806088742
413,13.16524303661466
414,13.207114631454909
415,13.182192774455544
416,13.099757543575477
417,13.146254792218354
418,13.190520371330429
419,13.190520371330429
