pool_id,resource
1842,107856628478117
5021,80408680064576
5020,80301031279617
4000,79579091370662
1632,73565196399719
4990,72114523135765
2130,71734791722645
468,71641392637887
1684,71483261327995
1256,71256220189668
6514,71242656219795
6525,71237228723870
19,71227735196445
4452,71177432724600
3094,71157573230793
6868,70978761883130
6870,70975066464006
6869,70966919870068
6,70856117664753
360,70759234900251
52,70751101864990
5040,70588672585297
1797,70571200366600
357,70460635767957
776,70434595787109
2247,70222770446008
2444,70152911776213
5069,70122081603055
4453,70111148477681
186,70064523599934
5019,69522216502714
3085,69491085637512
5026,69481587017682
5022,69137761491495
5023,69077024683299
5038,69031724787785
5054,68966472404882
2158,68881059643830
1296,68777293790824
3196,68616237382114
5028,68530765712653
1220,68079663462670
954,68030685236054
5031,68025052232252
396,68003307302122
1867,68001739978445
5053,67884353787527
6776,67883211042545
1874,67845724587332
2659,67581666021633
6775,67467373793110
6773,67444579360433
6774,67436833457660
3626,67398693661875
6890,67338780088134
5431,67268269701032
6904,67000000000000
6914,67000000000000
6915,67000000000000
6916,67000000000000
6917,67000000000000
122,66910367203457
1695,66590332799762
741,66580055582382
1501,66571729707572
1925,66504120130325
1455,66413629917209
1813,66367525952924
301,66126216990126
568,66101139939618
1,66081516555753
2754,65830133162537
2025,65309286286314
1857,65291148089396
2026,65282029613254
1821,65280969094831
1820,65276551735334
1818,65268448039828
1814,65266334394321
1808,65265404713964
2034,65261089270843
1817,65255289729219
1811,65251134395924
1816,65250247705635
1812,65224542728404
1819,65134294171374
1246,65008652941364
1245,65000960822496
3853,65000025262306
3852,64997327249755
890,64835483530153
1826,64645369949619
2006,64628919145777
2600,64606079649065
92,64471712465896
2338,64409737937991
158,64347415759404
116,64332021613820
1767,64328992063709
1766,64328594406327
1765,64328594406327
1044,64318721561173
4850,64172824081341
202,64134332259085
115,64057521926071
1649,64000088448254
913,63970851403019
1641,63783719903298
334,63409088781620
276,63333481914929
1747,63269318374870
1529,63120994609364
161,63053192245386
531,62929409890054
1652,62827888270745
5027,62791760019587
522,62744800573196
4932,62656554107179
54,62632215182392
1815,62385298062847
2362,62384801658944
5039,62295672035592
156,62141708574614
1161,61957467621918
5032,61860884615412
2759,61767584584892
5029,61381719494874
6098,61137724254408
4483,61124681654075
5854,60810856208667
6083,60591724978054
2617,60555259802229
744,60434016367845
207,60354029578947
350,59312711661171
1513,58929518560957
974,58691965394288
4748,58590965536192
4489,58183182930214
372,58088613742238
187,57885971575879
1630,57307302125503
89,57206998776492
65,57022014646503
698,56676945356901
999,56393353826994
721,56151222537592
4006,56120721547315
5024,55519906855641
5014,54535674616402
5037,54517685633228
727,54219389620864
5035,54134343969069
5033,54022390435665
5005,54016008418202
5018,53745337220966
629,53147945971598
5271,53000022328054
4451,52909421425846
2783,52800565958352
3465,52613749076293
1708,51869153488583
1974,51751040406961
6930,51705453366556
700,51704925589271
2535,51698363907970
1631,51598407581205
303,51490430399201
226,51324600647533
57,51103239184345
710,51075646491769
2168,50936263843226
312,50685213542289
2919,50615070166180
1881,50608134334580
182,50421700332734
212,50149809039222
2351,49979153874178
2174,49644793826517
2481,49512158808208
975,49492656669145
1541,48940765161195
211,48617872041388
4628,48549347530390
6042,48497697896649
1859,48486932957381
216,48476492290893
5098,48232075011178
74,47606423827830
2476,47573327546528
97,47535924482964
821,47389054738486
332,47334305532841
701,47307398976936
1740,47306683304578
914,46647008981123
6903,46421443258905
3507,46185775974822
483,46157389399829
363,45715526264387
3356,45571028731840
15,45232567923675
142,45049854876808
101,45005333546764
5563,44990448279063
2455,44890846361837
4920,44850584154315
6096,44664857027720
2864,44178568795532
5057,44100073165406
1627,43919122148215
808,43664090146248
5025,43648690248100
2477,43479863911066
981,43332993887779
381,43246447440585
199,43220216857895
6431,43115420854241
5036,43070648069784
1361,42971477159850
3201,42685068725765
1392,42655715243118
1700,42574892028317
5142,42478415604463
1540,42444447110123
3625,42306142590402
806,42050540663459
1603,41909765135779
5141,41903533378118
71,41335114526103
4644,40783020664993
5217,40238384242832
73,40215258112081
608,39896461169316
231,39622993361729
1550,39315473082270
1571,39149156256864
4673,39100709095547
1414,38884192235763
509,38704276305793
431,38576110820380
1688,38398055565077
179,38357804717826
4251,38224855838251
432,38094908070209
83,37812873589930
37,37602575540065
302,37220553917355
1208,37138388115950
2755,37028852456116
766,36951022281452
274,36950841855979
1624,36897370930595
249,36866538432790
3257,36686184518594
112,36646572184892
167,36613111219001
2391,36609275592543
5215,36470189457157
102,36063506306848
5055,35894356764113
2629,35745442535858
254,35674949875197
2472,35374432735315
4959,35323258249822
1717,35296163787950
5030,35281390966727
3623,35193424099830
5700,35140149357032
133,35025376772097
3676,34856538704110
4627,34811036463114
1903,34576996405113
159,34400069146054
5216,34105611538135
174,33964985950896
3155,33952280659340
2756,33743190314435
67,33708256097738
5752,33697793076927
2580,33656047796328
270,33603989577851
1604,33425594547368
2702,33179421538512
234,33131331232126
3242,32672148649875
4647,32605072725570
1651,32591017127809
801,32588988501141
2106,32402111076961
814,32328319394429
5184,32259068677010
2105,32063785765417
2099,32062892354730
2102,32059868467172
2100,32058302073608
2101,32056892686381
1968,32052987611328
50,31906151800121
2218,31840901007594
11,31758014250130
1552,31542049586900
176,31528398669821
5034,31476937597683
1629,31208724722712
1487,30814272964419
1726,30747661579765
3759,30068864101219
2131,30041085804759
188,29784805779084
6781,29618143944296
81,29481654107036
1486,29390041241610
3553,29371227086280
4974,29263363756685
1252,29114660819698
1510,29020346609072
4608,29002775446447
1085,28977286985035
561,28864415802230
109,28860224015279
1600,28815499413342
1382,28527566025805
959,28417399863118
802,28319870922069
986,28184586561750
445,28174313004646
399,28145370129660
1691,28137594462819
5501,28116734847303
1495,27765683390220
1982,27735015055941
4840,27447088355648
248,27080623656875
493,26524390699504
4928,26413349343562
4450,26289411466035
1709,26250329061055
1186,26233208366971
3587,25950470336304
4260,25906652159330
25,25805847913409
1623,25722056965830
697,25564946297957
1829,25552670223255
1987,25468799600047
3169,25462887455564
1613,25431763756416
22,25428223716250
51,25120783081210
1484,24996332852922
4283,24990023369638
3644,24638694372316
815,24555758129775
1347,24224778506350
2502,24078999932930
1543,24016811181607
2266,23894181645796
9,23867775731589
4122,23860401494260
1530,23836434567519
275,23774162752360
2743,23748544175742
209,23540022031279
4400,23462821122213
499,23414896829081
173,23291881096843
3524,23158295308703
94,23108147756522
93,23007065127201
1601,22989760608912
467,22969652829495
106,22730877498776
91,22686199319460
316,22444697846400
150,22361582844223
2086,22228249554618
958,22180681566401
4731,22021989562542
765,22015121634047
2304,21758589156440
3827,21704086612111
329,21674237416045
100,21519279277789
1693,21352592515960
714,21294681514351
832,21199922270643
1942,21179364261419
230,21160733294961
4158,21143974323580
1417,21073395305360
1732,20872012136317
1637,20809588501448
