pool_id,resource
356,85692086627344
196,74459063047562
4862,69765884238907
4712,69393692994117
2024,68603216020149
821,68496953634011
4662,68475192739604
4489,68317758111772
360,68275889310396
4661,68223068363823
1867,68203280799307
3094,68172807304070
3899,68061828385174
3196,68055385254948
1859,68000652979719
4989,68000516392088
3097,68000010942593
1695,67944079672279
2596,67553779593826
1811,67520793741551
2028,67518723948735
2034,67479360925748
2601,67472594713329
2598,67465101590628
2603,67456348719409
2029,67452460430783
2597,67449784378666
2033,67448444706124
2031,67445239816410
2030,67435047384347
1812,67429740348099
2022,67427470183718
2023,67426684956199
1815,67426111771021
2590,67422010326825
2027,67419779506642
2591,67416494014981
2595,67414143664728
2032,67413112338232
2589,67411411448179
1857,67406685884176
1819,67406282050702
2602,67406059940717
2021,67403714409768
2025,67399296308634
1814,67396806497058
2615,67394336591794
1817,67384158498645
1813,67377681699133
2599,67377568442671
2600,67372578286960
2026,67368967868534
1816,67356145846018
2592,67345821088925
1820,67339061479253
1818,67307447881827
1821,67303020186567
1808,67301299117661
1827,67272258262863
4451,67201460804066
4452,67191865453770
4453,67160551824459
4450,67139283054251
1740,66866117462404
4478,66755819559653
4684,66655911741322
6,66365733874765
3282,66124679805751
3281,66043197411272
3626,65965834213701
3283,65958000803687
3395,65955123030028
3397,65946453880107
522,65922509330367
3396,65911486581926
3398,65891174103649
3399,65672507267958
1925,65667326463721
4706,65630081319267
3280,65524798904655
401,65411415236314
4483,65390182809723
3517,65038558865529
1245,65000978198913
3853,65000134624179
1246,65000004590510
3852,64997405797334
4603,64794398967785
3514,64693972934804
3625,64672578054138
3518,64606116956855
3515,64563513204803
3516,64554070867883
1765,64328711914944
1766,64328702013144
1767,64328594406327
2759,63666163978685
4604,63386226204682
1684,63377790123936
1651,63100159569180
954,63090397882693
468,62990838696151
2563,62840836417442
1652,62827228480109
3553,62288084198202
1926,62187587353108
65,61939188900834
2338,61688269475134
2006,61438090602026
1529,61407318555289
975,61232041680565
334,60889480568347
1296,60677904518699
4006,60660764508921
1641,60470356039707
381,60149643682508
4324,60105035582637
741,60078090651080
1520,59875531709348
158,58436417173943
187,58386101077238
1649,58167690389699
776,58053042805114
2060,58025940518451
1627,57899179335191
981,57677325309620
1629,57564729234234
3356,57558767985150
608,57376530073129
1732,57339358632887
1,57321226649476
156,57292635039152
1628,56457143238932
744,56425651772053
1826,56282045297394
2623,56172797902515
1526,55129767000401
1842,54925840953785
173,54859505988879
999,54710495417923
133,54497372019389
806,54486970869423
2758,54340544099980
2757,54321793825431
2756,54301708877355
721,54208914120834
92,54171956883490
2755,54101594002515
1797,53339973460509
142,53259158084377
3201,53212303972371
2560,53031580099433
568,52766275374120
808,52642691582659
276,52625929948934
19,52623674823629
1085,52549066978452
727,52200760988027
57,51759296197433
974,51410307884761
4000,50946244068791
83,50237368820776
1664,50193446965402
1662,50055460995570
1661,50054706992569
1663,50052440535720
1660,50052314798542
1747,49712159440072
176,49660834690830
1632,49627670036878
270,49446403611570
372,49216880898459
115,49098464026092
531,49077569121203
1361,48954311391780
1513,48943004194015
2168,48880522456534
212,48790128904174
913,48755803413787
959,48341031164437
301,48314056223468
698,48211478716699
528,48170116330258
