pool_id,resource
4000,79424603942601
1632,73974546659696
6,71538910366207
4990,71489282909405
52,71121879021687
4489,71073385535115
4483,71027843355455
1684,70989752268790
6525,70634207906699
6514,70622054045971
468,70615460359891
5491,70611246675525
4452,70578090191285
3094,70570449078542
4989,70554445740273
6868,70526005385276
6869,70519671791988
6870,70518934286537
360,70518623061418
4451,70509515303427
4453,70503813720587
1874,70283760683917
1797,70100928277092
5431,70004231423756
3465,69467675970403
3282,69383896945374
3283,69231378006756
1867,69132845351645
3281,69117846824040
3395,69058024774145
5038,69030322446622
5025,68979869901976
5054,68969589982787
5027,68912355977301
5019,68862053359364
5022,68861066142337
5026,68834660982964
396,68765681670772
3280,68632846261404
522,68607333481871
1695,68557789502147
5028,68536947593970
5030,68530015747890
5040,68503722409212
1455,68502869277457
3196,68445303661487
3085,68312831994033
5031,68290169183146
4942,68289580590306
954,68248794538028
4941,68122801001096
2444,67970819272294
19,67960340130714
5053,67882710287414
5029,67741753500394
5032,67692526464463
776,67656497163743
2006,67624061904165
1256,67507623462431
122,67225510481812
372,66986026697532
1925,66847197506075
5020,66651673045275
5039,66338497121080
2024,66108396162341
1501,65993776710966
1813,65951832565945
357,65790611100795
186,65365273730170
741,65066011679137
5023,65033306236148
1245,65000960822496
3853,65000025262306
1246,65000003204857
3852,64997327249755
301,64926946960683
2029,64901918725957
2027,64892912742128
2025,64891522418006
2022,64888910458304
2030,64886108818568
1808,64884552523386
2031,64880027976094
1818,64878588758546
1817,64877050982527
2033,64876429281775
2028,64874845819474
1857,64874355187811
1821,64873423555331
2032,64866959298363
2023,64865253520590
1811,64862723209638
2026,64860012263568
1814,64853128729051
2034,64851679588467
1820,64851236575974
1827,64850244869158
2602,64847973759088
1816,64847640451175
1812,64840461794711
2021,64840020464253
1,64829668887415
2601,64826933222086
2603,64824744872673
2589,64809012156197
2615,64808409856346
2598,64806518757722
2600,64793097866061
2596,64784140200829
1819,64779186606846
2590,64778349411014
2599,64771497608728
2597,64771215476941
2592,64765167117731
2591,64759566980708
2595,64756328055889
1826,64733923068873
5034,64707512856389
1765,64328594406327
1767,64328594406327
1766,64328594406327
5035,64042655922471
5033,64031416926858
5018,64024221081321
1649,64000088448254
2158,63987351093544
2338,63978021660254
1641,63783719903298
92,63750529991405
161,63555935333032
5014,63549112580703
334,63239514839459
913,63140476609589
1740,63128001491383
5037,62828680542271
1652,62827888270745
531,62671656760076
156,62610642470530
1361,62609260830342
568,62539275573696
5069,62523535647718
4932,62271175477042
202,62212965478848
2130,62123603586446
158,62073510353672
1815,62062508674109
6083,61908119669546
115,61737160053494
65,61536267950839
821,61522130852930
4850,61401893941031
381,61245821131465
6098,61242118355995
4006,61089834077989
5854,60540288335020
312,60511587122494
2362,59934677883450
187,59803664281292
1296,59671733564220
1627,59047521181937
744,58798617768915
1628,58773633843996
1220,58772830171624
974,58734759019332
2617,58431612212600
2659,57794933023981
116,56428607675743
207,56340266297784
999,55901450418919
721,55850718001588
37,55822402450543
350,55789545129935
890,54704565817419
5005,54455456289520
276,54432854160080
727,53881416578136
4628,53754875563863
1747,53738801985456
303,53165885241749
5271,53000022328054
1513,52323120551312
182,51887025705249
1974,51834464196477
1161,51736135845728
226,51538706680322
2535,51500554670368
1708,51119510138673
211,51098788895307
2174,50981362927127
5187,50694696399582
2168,50650148314717
2783,50568712563691
975,50446743166080
5185,50331656363156
5186,50314664797136
5189,50308886331683
1664,50304089142965
5184,50297713517973
5188,50291956092575
1663,50073788543906
1662,50073753690394
1661,50066288878658
1660,50058832443281
1541,49982569349786
1540,49786286930201
700,49622206717254
332,49610314047285
57,49436510847826
6096,49432006820831
2351,49354550649244
1630,49211690556044
698,49055376206830
2481,48834552617523
212,48566077198667
710,48319631177790
6042,48148121130790
1629,47806307717325
2476,47667534279752
54,47560707403638
483,47275691067728
101,46315585036759
914,46259957417447
363,46110769594750
3626,45996240794756
216,45888549709566
74,45759563365470
4673,45643653774221
4644,45499141618866
3507,45375824142839
2455,45196200089987
97,45109146570636
5217,44933245093777
2864,44867624945945
1392,44233066797088
5057,44112548535848
1881,44084315928903
5215,44031963944656
2477,43853497856210
3625,43691524090137
73,43683103749166
701,43544136489768
808,43412116149007
981,43222923089578
5036,43072015131888
1414,43053506938894
142,43005604449963
22,42848536587303
1859,42524149228273
3201,42450357362636
806,41700953673514
199,41565241754277
1603,41437298298370
1624,41332191281321
1631,41055442425560
5024,40579056699280
3429,40068889048187
1550,40008335522404
2106,39740378910662
179,39674436097612
431,39242976803290
1571,38729942999312
234,38633007654859
302,38580056862445
432,38519783464656
509,38484718814135
1700,38182727253399
167,38135000490956
2391,38017099211725
2580,37742665872014
71,37704666172340
3623,37661679856789
1688,37587989409900
249,37564529118515
196,37214701085458
3155,37187808792338
67,37127594128107
1903,37089476535561
766,37067382569612
102,37030764895739
231,37004092150535
2755,36772746022270
3257,36764863146797
254,36676042232654
274,36674316343740
5021,36443924640879
1208,36406811698297
83,36361935159681
4251,36227506786557
112,36082435364845
5055,35894410568582
270,35588155273796
25,35583528056211
5501,35448972440291
4920,35303938470846
2472,35238394165243
2629,35196967912295
5700,35090859852489
1717,34786637380602
159,34586059120288
2702,34564867800915
2020,34547551482305
5216,34519377644257
174,34453858659753
3676,34181334155027
11,33767143733941
4627,33713324227364
2756,33454538837076
89,33262751208029
3279,33158098407692
801,32835424864620
4959,32795304941159
1726,32733930912065
4450,32563349877861
814,32537432503838
133,32513275213833
4647,32505055392000
44,32349594288640
959,32123877706015
2218,32064799529096
2099,32042846779860
2113,32035861971822
1968,32034730690782
2100,32034609540029
2101,32032875179371
2109,32030567072574
2111,32029414417573
2105,32025977629023
2102,32025949989338
2114,32022505021547
1604,31694690880428
4283,31604400454543
15,31542808568051
176,31386070364792
1495,31289135091144
1552,31276596598041
1382,31219418878331
5752,31117218294795
50,31104330662253
1487,30700796282051
3759,30698355005792
1982,30647876335143
1651,29997562557809
1510,29916191997115
6431,29856644803965
3553,29817862120838
1530,29791164102274
81,29623023176541
802,29466474863867
1252,29365326272131
4974,29306367085202
188,28995925325865
3242,28956731696595
93,28945158005591
445,28901388176442
1600,28803824541271
2131,28695891797514
1085,28647871469354
1484,28528295002361
5142,28519316214896
629,28487830538258
109,28312566289554
561,28257823400878
248,28208356601216
1691,27949707376012
5140,27552747362471
5141,27501650679408
1486,27499434206677
51,27440087791511
714,27256682270143
1709,27011654792353
399,26739932454525
3169,26713690016141
4312,26483105237966
2502,26217650780911
2304,26014200771460
3587,25959227018331
4260,25906652159330
1623,25815052879299
1967,25662156834843
3644,25622406861297
986,25495242002209
9,25495059802002
5098,25470928702276
1044,25357492649193
1613,25287139966569
4928,25133731248697
1829,24746966000093
1987,24742417234868
493,24421285215546
815,24389787685517
1601,24355727671077
2266,24255821701133
1347,24165018072211
1543,24123500780391
173,23923209392975
2343,23877245231711
3356,23811332873452
467,23793289060459
150,23563198016049
499,23554790317565
4122,23376936270073
1425,23368128320965
5563,23349340051279
3693,23050828504273
91,23003094913258
205,22997411955233
94,22970154565572
100,22934394534437
2148,22916785204567
209,22856152543937
316,22855041613250
3524,22546679794613
765,22191598490357
2086,22163377333634
99,22068199856530
958,22038444187118
4731,22000145109607
230,21991672748205
106,21895338559145
1523,21890214778271
275,21886048688816
2743,21860581571360
123,21693637450918
1186,21392283164673
4442,21250892566020
1693,21212827361580
2155,21184656509320
932,20981825667345
75,20956058551756
1241,20919139232358
1942,20858073646144
4158,20829514595857
1637,20828475190752
2313,20793806339411
329,20692656790054
110,20604350068005
2839,20539775147715
1417,20490200983471
1212,20459142157245
1176,20145152310944
2247,20091846444659
608,19805294520608
1689,19756267203711
681,19718712154235
2,19629588271649
1387,19539484890116
271,19536099967341
4728,19359444572992
771,19163285503283
5906,19074927624195
5294,19051984599443
622,18894575250812
1470,18801536083026
82,18760223691411
1876,18632689033420
46,18594904847758
4608,18554491495983
3106,18494038407412
4365,18362401030150
2328,18343110099311
1694,18275993223372
1666,18172719125346
365,18170044014488
2750,18162397508793
810,18087856031981
1948,18037060052096
2375,17967526040105
3752,17719307395421
1458,17690909709505
1519,17649750984310
3390,17637672813110
4206,17434134320225
2087,17277762883047
2108,17185857761005
1472,17161682721961
289,17056015561788
528,16981325582803
157,16966543793534
3827,16949993768827
4296,16913762497166
2804,16804255013189
4818,16540246877791
3899,16482994230316
17,16353796858956
4426,16349028914169
4940,16344787301759
131,16322589050497
3075,16188158205747
144,16167451853298
811,16144074313795
1520,16138387207952
84,16111990538914
596,16062657329135
1561,15998885181430
260,15958935784227
4107,15844725131858
4966,15776063481579
145,15729518687534
2919,15666838966990
1592,15615673572979
5412,15540043558428
5056,15537437130489
697,15465544204336
495,15434663002431
39,15304158290107
465,15296785605237
4545,15257595548442
1041,15244707557157
4540,15237054806718
2995,15231140947923
2759,14955209014590
4268,14939306825136
2821,14928004516845
1724,14889379680809
3121,14886657105496
4007,14829999821153
4602,14818644191877
3925,14805603386919
4557,14777839130886
311,14776186959379
5526,14644651544573
740,14599116483512
4765,14322992379987
346,14322838365742
1141,14253213879269
1847,14192196791248
138,14180807599915
16,14169783042133
782,14164360962947
227,14147976884586
1822,13891982710305
4662,13845998883688
393,13835310001602
215,13465773506770
2754,13458636043887
148,13453922003182
124,13374025396045
1343,13299282483377
4262,13204665341477
3324,13124067572373
1920,13067517032346
1646,13021393198355
2278,12847475419478
103,12785835479979
4259,12757904436263
168,12738127291589
5221,12663593349445
4285,12639709266713
1553,12551376411800
1886,12497627047327
1196,12441348058025
98,12307715785185
1870,12181833844570
30,12130558241777
2048,12097486239370
1546,11979970552484
1522,11954053644102
126,11890253408026
418,11809706127494
4827,11774191461186
804,11671793860140
1669,11625221589569
132,11613143485362
3333,11583182887148
2639,11296791571433
1745,11234735407198
10,11141626867878
4806,11121201364498
2210,10982179815013
256,10888354932584
108,10840738590653
1494,10577185980851
2071,10565706314874
118,10485508256023
1657,10292216017042
6708,10231435454372
2138,10221157594980
819,10195724655607
3872,10147190036341
1658,10071368177725
3913,10038995854428
1512,10025108398340
261,10023636120258
1588,9995045694101
105,9926031019977
584,9891962018376
4559,9742164886299
983,9654094143516
4537,9573113640177
4748,9110288086137
7,9040132860940
4927,8943669833994
778,8793916225693
4840,8684247546902
1536,8628629258479
170,8601299189490
2060,8600599808618
4323,8492888598216
4400,8464290251428
2468,8452724573746
3468,8392607517183
4094,8330701667572
333,8247679565342
242,8221823163400
4306,8212187128609
1021,8176640403184
3973,8170168798027
