pool_id,resource
2629,84
2659,81
161,76
2006,76
1501,75
5038,75
5069,74
4000,74
1684,74
3094,73
5431,73
6914,73
52,73
2617,72
1161,71
6,71
4452,71
6904,71
1767,71
6773,70
1256,70
2362,70
5031,69
5005,69
156,69
954,69
301,68
5019,68
1867,68
1455,68
6915,68
4990,67
6098,67
3196,66
6870,66
6869,66
5040,66
1,65
1695,65
6514,65
1797,64
89,64
158,64
372,64
5025,63
2444,63
116,63
92,63
1925,63
6083,63
1632,63
568,63
468,62
202,62
6868,62
1529,62
710,62
1220,62
741,61
57,61
3626,61
6431,61
54,61
6916,61
5491,60
360,60
122,60
5022,60
6917,60
1765,60
1176,60
5020,60
890,59
3853,59
776,59
5026,59
522,59
6776,59
6774,59
6775,58
3899,58
1630,58
1766,58
5752,58
5028,58
182,58
913,58
531,58
5563,58
3085,58
483,57
1296,57
5027,57
721,57
1859,57
4453,57
179,56
6525,56
2754,56
19,56
5021,56
698,56
357,56
700,55
2174,55
1826,55
5029,55
2130,55
2759,54
115,54
396,54
771,54
5054,54
334,54
4748,54
2131,54
312,53
5035,53
1874,53
2338,52
363,52
350,52
1631,52
3465,51
3201,51
5024,51
5039,51
276,51
2351,51
303,51
216,50
1974,50
4451,50
5032,49
2535,49
5141,48
5215,48
5023,48
4483,48
1649,47
1747,47
199,47
4006,47
4489,47
1740,46
5057,46
5142,46
332,46
744,46
999,46
6930,46
5014,45
1044,45
4932,45
1652,45
701,45
5018,45
4920,45
5271,44
2919,44
187,44
226,44
207,44
212,43
97,43
5037,43
6096,42
974,42
1540,42
1641,42
821,42
83,42
1717,42
381,41
1968,41
71,41
5053,41
1627,41
2783,41
2086,41
1392,40
1513,40
6985,40
167,40
142,40
5184,40
1881,40
432,39
65,39
1361,39
6903,39
15,39
5055,39
509,39
3507,39
3356,39
1541,39
4628,38
2168,38
6986,38
1708,38
5098,38
231,38
5700,37
4251,37
2864,37
5036,37
3623,37
3553,37
254,37
1688,36
3852,36
727,36
4959,36
975,36
5033,36
6967,36
1208,36
2455,36
3257,36
3625,36
766,35
1903,35
1700,35
234,35
211,35
1629,35
5030,35
6979,35
1487,35
2476,34
2481,34
6991,34
801,34
73,34
74,34
2158,34
981,34
806,34
274,34
4673,34
6973,33
2472,33
2580,33
230,33
94,33
270,33
112,33
102,33
4608,33
3155,32
3242,32
6994,32
150,32
2755,32
6983,32
37,32
5217,32
6968,32
6886,32
248,31
67,31
6972,31
109,31
2756,31
1624,31
176,31
6969,31
714,31
2100,31
2477,31
4928,31
629,30
1186,30
2218,30
101,30
6977,30
445,30
6981,30
6971,30
133,30
1495,30
4450,29
6987,29
2101,29
493,29
1571,29
6781,29
1552,29
6988,29
431,29
1691,29
608,28
1414,28
11,28
1603,28
4627,28
2391,28
1600,28
6993,28
986,28
2099,27
188,27
1987,27
5006,27
4442,27
2660,27
4158,27
159,27
84,26
6975,26
6970,26
4647,26
4644,26
2155,26
1550,26
6974,26
2702,26
2343,26
6982,26
5501,26
1382,26
6976,26
1252,26
3676,26
467,26
1347,26
106,25
1732,25
81,25
802,25
1876,25
3759,25
1623,25
5216,25
286,24
914,24
1604,24
1543,24
209,24
6995,24
316,24
1726,24
1387,23
93,23
1942,23
50,23
561,23
302,23
22,23
5034,23
4321,23
6992,23
1510,23
1613,23
174,23
249,23
2102,23
6155,23
765,22
205,22
1530,22
1085,22
3587,22
2304,22
932,22
697,22
1651,22
2266,22
275,21
6980,21
3524,21
173,21
6367,21
1212,21
2313,21
2151,21
814,21
82,21
148,21
2839,21
2148,21
399,21
1417,21
4840,20
6978,20
46,20
3644,20
1689,20
6990,20
5294,20
528,20
958,19
6874,19
138,19
6984,19
1472,19
622,19
1982,19
1484,19
832,19
4728,19
51,19
4122,19
25,19
499,19
186,19
3169,18
1523,18
4400,18
1486,18
144,18
1637,18
2743,18
2119,18
110,18
215,18
815,18
5906,18
6952,17
346,17
4560,17
2995,17
3284,17
3121,17
4184,17
2105,17
91,17
5221,17
1724,17
1601,17
1241,17
2841,17
145,17
4587,17
9,17
6218,17
596,17
6875,17
44,17
4283,16
4974,16
652,16
2750,16
2804,16
2744,16
3827,16
75,16
6873,16
983,16
959,16
3021,16
1528,16
4557,16
4235,15
5081,15
329,15
4662,15
16,15
6989,15
4365,15
4007,15
810,15
1494,15
271,15
3693,15
289,15
1646,15
418,15
1847,15
4260,15
5056,15
6876,14
6877,14
1362,14
17,14
108,14
2311,14
393,14
157,14
1657,14
123,14
2048,14
105,14
4426,14
1829,13
6426,13
4206,13
6996,13
5891,13
99,13
4731,13
3872,13
311,13
1693,13
3273,13
1709,13
1333,13
740,13
2247,13
2138,13
260,12
124,12
256,12
1141,12
1363,12
1519,12
495,12
1470,12
1522,12
2374,12
2278,12
1864,12
4094,12
3901,12
4306,12
4806,12
4938,12
6689,12
6725,12
6368,12
6897,12
6941,11
2821,11
804,11
2060,11
4537,11
1520,11
4790,11
3752,11
576,11
5095,11
1041,11
811,11
30,11
1870,11
1196,11
782,11
2502,11
5223,11
6943,11
1425,10
2047,10
2375,10
465,10
100,10
4323,10
4850,10
3106,10
7015,10
2210,10
279,10
3324,10
4285,10
