pool_id,resource
4000,72
2026,71
954,70
5031,69
1361,69
3094,68
2444,68
2029,68
5028,68
5029,67
2600,67
3196,67
1767,67
5020,66
1827,66
5491,66
360,66
468,65
4942,65
1501,65
2590,65
6098,65
6,65
5431,64
5027,64
1628,64
2597,64
4990,64
2589,63
5019,63
2158,63
19,62
2615,62
5854,62
5014,62
1925,62
5038,62
1874,62
202,62
4483,61
1765,61
301,61
2030,60
5023,60
2338,60
3465,60
5069,60
4006,60
2601,60
1867,59
5039,59
226,59
1513,58
1811,58
2034,58
1740,58
1766,58
122,58
1641,58
182,58
5018,58
2023,57
3281,57
4452,57
1,57
6868,57
357,57
2598,57
1632,57
6773,57
2024,57
2027,57
3085,57
890,57
531,57
776,57
3280,56
334,56
741,56
4489,56
312,56
2481,56
6083,56
52,56
156,56
2362,55
974,55
2602,55
3283,55
2659,55
116,55
1296,55
2006,55
5040,55
522,54
187,54
5022,54
65,54
2617,54
3282,54
2603,54
3853,53
2591,53
5034,53
2032,53
1747,53
1857,53
5187,53
3626,53
158,53
2599,53
1256,53
6869,52
1540,52
2028,52
5030,52
2031,52
207,52
1812,52
381,52
1649,52
1220,51
4453,51
1455,51
6775,51
372,51
5037,51
1821,51
698,51
5025,50
2351,50
3852,50
350,50
115,50
5053,50
1813,50
4451,50
1817,50
483,50
186,50
211,50
1826,50
37,50
744,50
5185,50
1818,50
1808,49
2168,49
1797,49
2595,49
1820,49
727,49
54,48
913,48
6774,48
914,48
73,48
999,48
1815,48
1816,48
276,48
4850,48
1695,48
1652,48
1814,47
212,47
5035,47
4628,47
4941,47
6776,47
1627,47
6096,47
700,47
6870,46
5026,46
1246,46
568,45
2130,45
1684,45
3395,44
2592,44
1819,44
821,44
5217,44
142,44
1708,44
4932,44
2033,44
5054,44
161,43
5033,43
5032,43
1414,43
92,43
332,42
101,42
5188,42
3507,42
1688,42
5186,42
5057,41
2783,41
216,41
396,41
2702,41
4450,41
5005,41
2535,41
2174,41
5189,40
1541,40
806,40
1603,40
981,39
3155,39
1392,39
1161,39
6042,39
1552,38
133,38
2455,38
1245,38
363,38
57,38
808,38
5021,38
1903,37
2629,37
975,37
1044,37
5184,37
766,37
5216,37
3676,37
2025,37
3625,36
2106,36
1630,36
3201,36
1252,36
71,36
2391,36
1700,35
1859,35
701,35
2105,35
5036,35
710,35
1974,35
4647,35
2864,35
199,34
1881,34
509,34
721,34
274,34
986,34
89,34
2477,33
109,33
1629,33
5271,33
5752,32
74,32
4673,32
1484,32
1571,32
234,32
4644,32
102,32
270,32
1651,31
3429,31
254,31
4920,31
97,31
3553,31
22,31
196,31
801,31
2580,31
25,31
5024,31
1623,31
1631,31
3169,31
4928,30
6525,30
1495,30
50,30
1726,30
2476,30
2102,30
1717,30
83,29
112,29
1486,29
67,29
1208,29
3257,29
4627,29
6431,29
5215,29
714,28
1691,28
15,28
167,28
4260,28
249,28
2755,28
5501,28
1510,28
159,28
5700,28
303,28
4251,27
302,27
802,27
1604,27
231,27
2304,27
1624,27
11,27
94,26
3279,26
1382,26
2113,26
499,26
3623,26
3759,26
431,26
2101,26
467,25
493,25
5098,25
399,25
176,24
2218,24
5055,24
432,24
81,24
4974,24
51,24
1530,24
4283,24
814,24
958,24
188,24
1487,24
150,23
1241,23
1550,23
445,23
2114,23
2472,23
3752,23
765,23
174,23
138,23
1212,22
1176,22
5563,22
528,22
622,22
3242,22
106,22
2086,22
157,22
179,22
1967,22
44,21
2100,21
93,21
2109,21
1347,21
2108,21
4312,21
629,21
2756,21
4206,21
810,21
3644,20
4107,20
4731,20
1689,20
316,20
1987,20
2020,20
9,20
2155,20
771,20
3524,20
4007,20
275,20
1458,20
2131,20
260,20
1085,20
1186,20
2502,20
3587,19
1693,19
3356,19
4728,19
1646,19
2,19
1942,19
2743,19
5294,19
2343,19
6514,19
346,19
815,19
561,19
1519,18
1613,18
230,18
4365,18
2759,18
3693,18
1601,18
495,18
1982,18
1417,18
1472,17
131,17
1520,17
248,17
1709,17
4748,17
209,17
132,17
100,17
2099,17
289,17
365,17
4122,17
2750,17
1600,17
2639,17
75,17
4959,17
5906,16
811,16
2148,16
110,16
697,16
3827,16
959,16
1522,16
1425,16
2328,16
6890,16
91,16
1724,16
2821,16
465,16
4989,16
271,16
1523,16
2804,16
596,16
1694,16
608,15
4296,15
1543,15
2839,15
46,15
329,15
205,15
5056,15
1847,15
16,15
932,15
2375,15
2111,15
4608,15
2266,15
1870,15
4827,15
1948,15
3106,15
173,15
82,14
3075,14
2919,14
1968,14
681,14
103,14
99,14
3925,14
2468,14
393,14
4966,14
2995,14
4818,14
1637,14
227,14
2247,13
