pool_id,resource
1867,85
3097,78
356,78
2599,78
1816,77
1817,74
2597,72
4453,69
2028,69
196,68
2029,67
3626,67
4706,66
2602,66
1821,65
3399,65
776,65
1767,65
1296,65
2592,65
608,64
2598,64
3515,64
2021,64
1820,64
2024,63
2589,63
999,63
1695,63
2033,62
3514,62
2590,62
3516,62
6,62
4684,62
173,61
3852,61
4452,61
1857,61
981,60
101,60
2758,60
1813,60
2027,60
1818,60
3282,60
3396,60
2022,60
2759,59
1414,59
360,59
1501,59
2603,59
2031,59
4603,59
1814,59
1827,59
3899,58
4661,58
4862,58
2026,58
2023,58
1859,58
1740,58
2034,58
1808,58
3676,57
2596,57
3283,57
3517,57
954,57
4712,56
1361,56
3397,56
4451,56
401,56
1812,56
3196,56
156,56
1732,56
3280,56
2563,55
1085,55
4662,55
3518,55
1246,54
2030,54
3553,54
3094,54
1520,54
522,54
3395,54
4489,53
4450,53
2595,53
4478,53
2615,53
3281,53
2338,53
2591,52
2048,52
1819,52
4604,52
334,52
2560,52
381,51
2601,51
1627,51
1245,51
1765,51
19,51
3853,51
975,51
4006,51
1925,51
1684,50
332,50
1766,50
1815,50
2025,50
2600,50
1526,49
2623,49
2757,49
202,49
2455,49
372,49
700,49
744,49
115,49
3625,49
821,49
890,49
468,49
1652,49
133,48
3356,48
2168,48
4324,48
1663,48
1811,48
1651,48
2639,48
65,47
531,47
741,47
186,47
1842,47
4483,47
2756,47
1874,47
303,46
1513,46
1,46
2247,46
1529,46
1926,45
1661,45
710,45
211,45
1628,45
1630,45
1974,44
1747,44
1649,44
1571,44
2006,44
97,44
721,43
1700,43
57,43
483,43
1658,43
176,43
801,42
1470,42
1726,42
2032,42
806,42
1660,42
3398,42
1455,42
3201,41
226,41
727,41
92,41
1664,41
52,41
4989,41
276,41
4644,41
142,41
301,41
2060,40
1629,40
1641,40
2328,40
112,40
808,40
2755,40
2106,40
182,40
50,40
215,39
2481,39
2472,39
54,39
1550,39
914,39
431,39
81,39
207,39
568,38
158,38
3257,38
1382,38
1540,38
2351,38
2158,38
260,38
1486,38
1632,38
1797,38
1487,38
249,38
1252,38
188,37
270,37
1208,37
1604,37
509,37
11,37
1387,37
1826,37
15,37
1662,37
3465,37
1865,37
302,36
4000,36
83,36
913,36
39,36
2444,36
2115,36
3974,36
974,36
51,36
399,36
1600,35
187,35
1212,35
212,35
1691,35
1870,35
248,35
698,35
3020,35
2783,34
2241,34
2105,34
71,34
2629,34
159,34
179,34
73,34
67,34
959,34
2743,33
2502,33
1541,33
2375,33
106,33
3623,33
1603,33
3644,33
275,33
2477,33
2391,33
1968,33
561,32
3085,32
1519,32
2020,32
102,32
2113,32
2116,31
4325,31
814,31
167,31
2102,31
802,31
2174,30
1688,30
2580,30
1637,30
1982,30
2086,30
237,30
116,30
1392,29
1466,29
2266,29
93,29
432,29
2617,29
1631,29
4182,29
2099,29
2087,29
451,28
1543,28
148,28
1484,28
2114,28
771,28
4647,28
528,28
467,28
30,28
2100,28
1708,28
2111,27
231,27
2476,27
1347,27
1601,27
1903,27
445,27
495,27
1692,26
2109,26
1530,26
2155,26
765,26
122,26
9,26
596,26
100,26
174,26
99,25
4627,25
4283,25
2750,25
94,25
1881,25
396,25
1709,25
2864,25
1021,25
1623,25
4657,25
4018,25
3242,25
2101,25
75,25
123,25
1552,24
1717,24
465,24
109,24
3155,24
124,23
986,23
1624,23
271,23
1495,23
1546,23
1987,23
1472,23
3507,23
782,23
1241,23
2702,23
1363,22
4819,22
418,22
1510,22
2311,22
1161,22
161,22
74,22
701,22
4251,22
1829,22
1190,21
2343,21
4323,21
3108,21
216,21
1276,21
4309,21
279,21
2839,20
811,20
110,20
1044,20
2659,20
958,20
932,20
3121,20
25,20
82,20
2744,20
804,20
493,20
1942,19
1666,19
3587,19
577,19
363,19
89,19
1561,19
2272,19
230,19
4260,19
138,19
2108,19
2995,18
3273,18
2313,18
4959,18
2362,18
4731,18
499,18
1650,18
2148,18
3759,18
1975,18
4007,18
2746,18
16,18
208,18
150,18
46,18
10,18
316,17
4122,17
3971,17
289,17
1728,17
1801,17
274,17
1141,17
139,17
865,17
350,17
91,17
4094,17
37,17
388,16
4571,16
393,16
1417,16
144,16
810,16
312,16
3859,16
1553,16
2689,16
4365,16
1176,16
766,16
3264,16
2660,15
234,15
1689,15
4765,15
2071,15
3653,15
1646,15
1494,15
1847,15
4107,15
3991,15
1613,15
4728,15
4608,15
4557,15
256,14
2130,14
815,14
4806,14
1358,14
1745,14
4632,14
2978,14
4206,14
1588,14
1642,13
3973,13
126,13
3835,13
4814,13
31,13
205,13
4522,13
4742,13
2088,13
3528,13
1425,13
118,13
2374,13
4673,13
2953,13
3872,12
2634,12
576,12
310,12
2131,12
2804,12
714,12
2763,12
98,12
1523,12
227,12
411,12
22,12
60,12
819,12
311,12
21,11
4312,11
329,11
199,11
4372,11
1822,11
4158,11
131,11
1105,11
464,11
108,11
261,11
2120,11
4387,11
305,11
1674,11
3095,11
295,10
629,10
4235,10
455,10
197,10
2570,10
4927,10
3992,10
254,10
145,10
832,10
1214,10
4979,10
1196,10
1714,10
1522,10
242,10
778,10
3317,9
40,9
2210,9
4790,9
1665,9
132,9
2775,9
1454,9
4386,9
170,9
298,9
1227,9
3240,9
4540,9
3913,9
517,9
4400,9
1617,9
374,9
299,9
2278,9
2754,9
3179,8
571,8
3376,8
800,8
556,8
2847,8
4304,8
2484,8
4820,8
204,8
1527,8
3827,8
2988,8
1471,8
168,8
2047,8
530,8
1186,8
672,7
697,7
1512,7
2844,7
184,7
2218,7
3324,7
1536,7
157,7
178,7
1256,7
2107,7
7,7
3340,7
3426,7
1077,7
3279,7
4262,7
1220,7
2124,7
333,7
1693,7
876,7
258,7
4827,7
4306,6
1131,6
2341,6
1915,6
3491,6
3106,6
2009,6
2138,6
96,6
1492,6
853,6
3409,6
3524,6
2201,6
711,6
1945,6
339,6
3339,6
4802,6
4137,6
44,6
1677,6
2466,6
347,6
4373,6
346,6
1657,6
229,6
239,6
2954,5
1121,5
209,5
487,5
1873,5
4711,5
740,5
3294,5
652,5
719,5
1015,5
2326,5
1395,5
4534,5
1886,5
3468,5
130,5
4978,5
3449,5
1570,5
147,5
2562,5
1525,5
259,5
584,5
300,5
1184,5
1978,5
3119,5
3993,5
4920,4
284,4
4020,4
3410,4
4341,4
1633,4
713,4
4758,4
415,4
1075,4
206,4
2929,4
4321,4
257,4
27,4
4173,4
236,4
1701,4
3163,4
4347,4
1485,4
253,4
1920,4
1275,4
2152,4
3791,4
816,4
2635,4
1404,4
1343,4
2320,4
4804,4
2981,4
1876,4
1528,4
103,4
3948,4
1619,4
3865,4
4686,4
4537,4
4724,4
4417,4
1618,4
3075,4
4909,4
4121,3
3876,3
326,3
1739,3
2877,3
341,3
1599,3
1609,3
1338,3
355,3
3742,3
1365,3
3331,3
466,3
2287,3
286,3
4937,3
3102,3
141,3
2176,3
2213,3
95,3
2468,3
105,3
3717,3
1850,3
1901,3
2179,3
730,3
3136,3
4057,3
398,3
871,3
4892,3
883,3
2583,3
14,3
4628,3
1929,3
351,3
681,3
357,3
1123,3
220,3
2380,3
2081,3
524,3
897,3
1517,3
3427,3
12,3
4305,3
1080,3
1118,3
1352,3
181,3
848,3
1694,3
1659,3
604,3
966,3
169,3
4424,3
47,2
475,2
4526,2
3708,2
2,2
670,2
4174,2
3139,2
722,2
3404,2
3704,2
1269,2
2638,2
590,2
2772,2
699,2
77,2
2989,2
3959,2
2840,2
3665,2
246,2
198,2
1521,2
49,2
3390,2
3781,2
1114,2
104,2
2360,2
33,2
4040,2
319,2
3270,2
2407,2
4067,2
1129,2
4779,2
874,2
4070,2
820,2
1807,2
2667,2
2690,2
3312,2
4930,2
2406,2
3787,2
3255,2
306,2
1518,2
1805,2
29,2
1467,2
506,2
4475,2
1469,2
2983,2
2404,2
616,2
2000,2
4335,2
4300,2
3193,2
2875,2
1743,2
315,2
84,2
3172,2
1971,2
4098,2
307,2
822,2
119,2
3276,2
3542,2
3143,2
647,2
2851,2
2725,2
1900,2
4244,2
