time,entropy_1,entropy_3,entropy_10
2023-01-05 21:44:42,12.702127282613835,12.74123239166423,12.800078994636724
2023-01-10 21:44:16,12.721683328946176,12.74968007013029,12.81640760032715
2023-01-10 22:00:31,12.740574999200488,12.764305442839262,12.829348932796906
2023-01-20 21:43:39,12.740586861593798,12.772593472397729,12.842902289501897
2023-01-25 21:44:33,12.749263436562323,12.775792998063674,12.85336654123354
2023-01-30 21:44:32,12.765126499313782,12.781165858124613,12.873448779994286
2023-01-30 22:00:35,12.763462246946196,12.791647781190957,12.89015967744682
2023-02-09 21:44:10,12.756096160774824,12.811869294853164,12.901701065651627
2023-02-14 21:44:42,12.78025254133484,12.8378131793759,12.918851430086493
2023-02-19 21:44:32,12.820917140553934,12.857527768393927,12.936491673640736
2023-02-24 21:44:43,12.844034347377567,12.86719630806974,12.95099407510741
2023-03-01 21:44:28,12.844324539813435,12.86990886993715,12.966516216125132
2023-03-06 21:44:06,12.84961739950826,12.891084346174123,12.976401120990928
2023-03-11 21:44:00,12.85976184948186,12.911854242979857,12.992302263630272
2023-03-16 21:44:33,12.888541747281272,12.907903942743957,12.502022008949606
2023-03-21 21:44:26,12.896111605885364,12.915667172153167,12.507644591698131
2023-03-26 21:44:03,12.872024653767491,12.92959566831724,12.535881143465442
2023-03-31 21:44:39,12.893344458446926,12.949893088181229,12.56008589104699
2023-04-05 21:44:28,12.932253890232694,12.983160586392248,12.58150611204418
2023-04-10 21:44:01,12.945831780527158,12.982742001947726,12.59975322726726
2023-04-15 21:44:23,12.985736893948474,13.00482417210122,12.620041558440734
2023-04-20 21:44:03,12.955014075836324,11.490456390788903,12.627192863000523
2023-04-25 21:43:59,12.961755318885476,11.493236468156876,12.637206697525436
2023-04-30 21:43:46,10.142065596656987,11.53545642299616,12.65823383452774
2023-05-05 21:44:08,10.111571721347133,11.543396342497385,12.669352231899904
2023-05-10 21:43:54,13.119882999338166,13.172142123536556,12.669352231899904
2023-05-15 21:44:34,13.162612860580372,13.186611439098645,12.669352231899904
2023-05-20 21:43:20,13.152501806088742,13.202735405916584,12.669352231899904
2023-05-25 21:44:21,13.16524303661466,13.205091263189631,12.669352231899904
2023-05-30 21:44:35,13.207114631454909,13.198682992645429,12.669352231899904
2023-06-04 21:44:48,13.182192774455544,13.194996286276908,12.669352231899904
2023-06-09 21:43:40,13.099757543575477,13.174487545381838,12.669352231899904
2023-06-14 21:44:01,13.146254792218354,13.174487545381838,12.669352231899904
2023-06-19 21:43:55,13.190520371330429,13.174487545381838,12.669352231899904
2023-06-24 21:44:30,13.190520371330429,13.174487545381838,12.669352231899904
