epoch,entropy_10
300,12.682696927417055
301,12.688493790306344
302,12.700713994274823
303,12.715226806714995
304,12.725628937940735
305,12.737164694140397
306,12.752140441111079
307,12.770765150354036
308,12.79413975809424
309,12.811927995684352
310,12.481231569518872
311,12.486561041463139
312,12.504796605678964
313,12.50377245032563
314,12.497316319060372
315,12.48881121913732
316,12.471237140961259
317,12.467025111509813
318,12.46568810703506
319,12.46710931565868
320,12.456514682043627
321,12.791233274181199
322,12.76802330234481
323,12.728912233718006
324,12.702356488566847
325,12.679347076436919
326,12.653046643519556
327,12.630805041003892
328,12.610384409713772
329,12.590983591820855
330,12.59476146154339
331,11.286682117894253
332,11.283083651376414
333,11.287432352638294
334,11.286540649237391
335,11.293102206691643
336,11.290133151481346
337,11.300256156282183
338,11.304530682095052
339,11.305503531870986
340,11.304279422100175
341,11.302727966916454
342,12.664911773398991
343,12.67713824338949
344,12.68942066508071
345,12.69287573105052
346,12.69168424321377
347,12.693140731840732
348,12.672678443474647
349,12.664320456210433
350,12.669236587534035
351,12.67435672386024
352,12.671349669025464
353,12.673106513498817
354,12.668635365041483
355,12.660603314961506
356,12.66451703845164
357,12.665830064657143
358,12.666530265898668
359,12.661486808654779
360,12.664453861949466
361,12.662187144358997
362,12.658457498444657
363,12.656639738809103
364,11.03759160563281
365,11.033961595028204
366,11.033066508652864
367,11.037912238395602
368,11.042323940628451
369,11.045684290561592
370,11.052146608777143
371,11.053189324385158
372,11.059324389804452
373,11.06268863951869
374,11.066357051279606
375,12.745484267508669
376,12.752313021008526
377,12.755427128226033
378,12.76018123299111
379,12.763849665005978
380,12.769869853547906
381,12.774907905798669
382,12.774738763797412
383,12.777372506435785
384,12.786860765309486
385,12.800078994636724
386,12.81640760032715
387,12.829348932796906
388,12.842902289501895
389,12.85336654123354
390,12.873448779994286
391,12.890159677446821
392,12.901701065651629
393,12.918851430086491
394,12.936491673640736
395,12.95099407510741
396,12.966516216125132
397,12.976401120990927
398,12.992302263630272
399,12.502022008949606
400,12.507644591698133
401,12.535881143465442
402,12.56008589104699
403,12.581506112044181
404,12.59975322726726
405,12.620041558440734
406,12.627192863000525
407,12.637206697525437
408,12.65823383452774
409,12.669352231899905
410,12.669352231899905
411,12.669352231899905
412,12.669352231899905
413,12.669352231899905
414,12.669352231899905
415,12.669352231899905
416,12.669352231899905
417,12.669352231899905
418,12.669352231899905
419,12.669352231899905
